n,k,t,lambda,mu,lib_id,method,outcome,num_dpds
64,28,14,10,14,29,rrhc,heuristic_none,0
64,29,17,12,14,29,rrhc,heuristic_none,0
64,29,27,14,12,29,rrhc,heuristic_none,0
64,30,15,13,15,29,rrhc,heuristic_none,0
64,30,21,15,13,29,rrhc,heuristic_none,0
64,30,24,16,12,29,rrhc,heuristic_none,0
64,13,6,1,3,30,rrhc,heuristic_none,0
64,14,7,3,3,30,rrhc,heuristic_none,0
64,17,8,3,5,30,rrhc,heuristic_none,0
64,19,8,7,5,30,rrhc,heuristic_none,0
64,22,18,10,6,30,rrhc,heuristic_none,0
64,23,13,12,6,30,rrhc,heuristic_none,0
64,25,19,6,12,30,rrhc,heuristic_none,0
64,26,24,8,12,30,rrhc,heuristic_none,0
64,27,18,9,13,30,rrhc,heuristic_none,0
64,27,18,17,7,30,rrhc,heuristic_none,0
64,28,14,10,14,30,rrhc,heuristic_none,0
64,29,17,12,14,30,rrhc,found,1
64,29,27,14,12,30,rrhc,heuristic_none,0
64,30,15,13,15,30,rrhc,heuristic_none,0
64,30,21,15,13,30,rrhc,heuristic_none,0
64,30,24,16,12,30,rrhc,heuristic_none,0
64,13,6,1,3,31,rrhc,heuristic_none,0
64,14,7,3,3,31,rrhc,heuristic_none,0
64,17,8,3,5,31,rrhc,heuristic_none,0
64,19,8,7,5,31,rrhc,heuristic_none,0
64,22,18,10,6,31,rrhc,heuristic_none,0
64,23,13,12,6,31,rrhc,heuristic_none,0
64,25,19,6,12,31,rrhc,heuristic_none,0
64,26,24,8,12,31,rrhc,heuristic_none,0
64,27,18,9,13,31,rrhc,heuristic_none,0
64,27,18,17,7,31,rrhc,heuristic_none,0
64,28,14,10,14,31,rrhc,heuristic_none,0
64,29,17,12,14,31,rrhc,heuristic_none,0
64,29,27,14,12,31,rrhc,heuristic_none,0
64,30,15,13,15,31,rrhc,heuristic_none,0
64,30,21,15,13,31,rrhc,heuristic_none,0
64,30,24,16,12,31,rrhc,heuristic_none,0
64,13,6,1,3,32,rrhc,heuristic_none,0
64,14,7,3,3,32,rrhc,heuristic_none,0
64,17,8,3,5,32,rrhc,found,1
64,19,8,7,5,32,rrhc,heuristic_none,0
64,22,18,10,6,32,rrhc,heuristic_none,0
64,23,13,12,6,32,rrhc,heuristic_none,0
64,25,19,6,12,32,rrhc,heuristic_none,0
64,26,24,8,12,32,rrhc,heuristic_none,0
64,27,18,9,13,32,rrhc,heuristic_none,0
64,27,18,17,7,32,rrhc,heuristic_none,0
64,28,14,10,14,32,rrhc,heuristic_none,0
64,29,17,12,14,32,rrhc,found,1
64,29,27,14,12,32,rrhc,heuristic_none,0
64,30,15,13,15,32,rrhc,heuristic_none,0
64,30,21,15,13,32,rrhc,heuristic_none,0
64,30,24,16,12,32,rrhc,heuristic_none,0
64,13,6,1,3,33,rrhc,heuristic_none,0
64,14,7,3,3,33,rrhc,heuristic_none,0
64,17,8,3,5,33,rrhc,found,1
64,19,8,7,5,33,rrhc,heuristic_none,0
64,22,18,10,6,33,rrhc,heuristic_none,0
64,23,13,12,6,33,rrhc,heuristic_none,0
64,25,19,6,12,33,rrhc,heuristic_none,0
64,26,24,8,12,33,rrhc,heuristic_none,0
64,27,18,9,13,33,rrhc,heuristic_none,0
64,27,18,17,7,33,rrhc,heuristic_none,0
64,28,14,10,14,33,rrhc,heuristic_none,0
64,29,17,12,14,33,rrhc,found,1
64,29,27,14,12,33,rrhc,heuristic_none,0
64,30,15,13,15,33,rrhc,heuristic_none,0
64,30,21,15,13,33,rrhc,heuristic_none,0
64,30,24,16,12,33,rrhc,heuristic_none,0
64,13,6,1,3,34,rrhc,heuristic_none,0
64,14,7,3,3,34,rrhc,heuristic_none,0
64,17,8,3,5,34,rrhc,found,1
64,19,8,7,5,34,rrhc,heuristic_none,0
64,22,18,10,6,34,rrhc,heuristic_none,0
64,23,13,12,6,34,rrhc,heuristic_none,0
64,25,19,6,12,34,rrhc,heuristic_none,0
64,26,24,8,12,34,rrhc,heuristic_none,0
64,27,18,9,13,34,rrhc,heuristic_none,0
64,27,18,17,7,34,rrhc,heuristic_none,0
64,28,14,10,14,34,rrhc,heuristic_none,0
64,29,17,12,14,34,rrhc,found,1
64,29,27,14,12,34,rrhc,heuristic_none,0
64,30,15,13,15,34,rrhc,heuristic_none,0
64,30,21,15,13,34,rrhc,heuristic_none,0
64,30,24,16,12,34,rrhc,heuristic_none,0
64,13,6,1,3,35,rrhc,heuristic_none,0
64,14,7,3,3,35,rrhc,heuristic_none,0
64,17,8,3,5,35,rrhc,found,1
64,19,8,7,5,35,rrhc,heuristic_none,0
64,22,18,10,6,35,rrhc,heuristic_none,0
64,23,13,12,6,35,rrhc,heuristic_none,0
64,25,19,6,12,35,rrhc,heuristic_none,0
64,26,24,8,12,35,rrhc,heuristic_none,0
64,27,18,9,13,35,rrhc,heuristic_none,0
64,27,18,17,7,35,rrhc,heuristic_none,0
64,28,14,10,14,35,rrhc,heuristic_none,0
64,29,17,12,14,35,rrhc,found,1
64,29,27,14,12,35,rrhc,heuristic_none,0
64,30,15,13,15,35,rrhc,heuristic_none,0
64,30,21,15,13,35,rrhc,heuristic_none,0
64,30,24,16,12,35,rrhc,heuristic_none,0
64,13,6,1,3,36,rrhc,heuristic_none,0
64,14,7,3,3,36,rrhc,heuristic_none,0
64,17,8,3,5,36,rrhc,found,1
64,19,8,7,5,36,rrhc,heuristic_none,0
64,22,18,10,6,36,rrhc,heuristic_none,0
64,23,13,12,6,36,rrhc,heuristic_none,0
64,25,19,6,12,36,rrhc,heuristic_none,0
64,26,24,8,12,36,rrhc,heuristic_none,0
64,27,18,9,13,36,rrhc,heuristic_none,0
64,27,18,17,7,36,rrhc,heuristic_none,0
64,28,14,10,14,36,rrhc,heuristic_none,0
64,29,17,12,14,36,rrhc,found,1
64,29,27,14,12,36,rrhc,heuristic_none,0
64,30,15,13,15,36,rrhc,heuristic_none,0
64,30,21,15,13,36,rrhc,heuristic_none,0
64,30,24,16,12,36,rrhc,heuristic_none,0
64,13,6,1,3,37,rrhc,heuristic_none,0
64,14,7,3,3,37,rrhc,heuristic_none,0
64,17,8,3,5,37,rrhc,heuristic_none,0
64,19,8,7,5,37,rrhc,heuristic_none,0
64,22,18,10,6,37,rrhc,heuristic_none,0
64,23,13,12,6,37,rrhc,heuristic_none,0
64,25,19,6,12,37,rrhc,heuristic_none,0
64,26,24,8,12,37,rrhc,heuristic_none,0
64,27,18,9,13,37,rrhc,heuristic_none,0
64,27,18,17,7,37,rrhc,heuristic_none,0
64,28,14,10,14,37,rrhc,heuristic_none,0
64,29,17,12,14,37,rrhc,heuristic_none,0
64,29,27,14,12,37,rrhc,heuristic_none,0
64,30,15,13,15,37,rrhc,heuristic_none,0
64,30,21,15,13,37,rrhc,heuristic_none,0
64,30,24,16,12,37,rrhc,heuristic_none,0
64,13,6,1,3,38,rrhc,heuristic_none,0
64,14,7,3,3,38,rrhc,heuristic_none,0
64,17,8,3,5,38,rrhc,heuristic_none,0
64,19,8,7,5,38,rrhc,heuristic_none,0
64,22,18,10,6,38,rrhc,heuristic_none,0
64,23,13,12,6,38,rrhc,heuristic_none,0
64,25,19,6,12,38,rrhc,heuristic_none,0
64,26,24,8,12,38,rrhc,heuristic_none,0
64,27,18,9,13,38,rrhc,heuristic_none,0
64,27,18,17,7,38,rrhc,heuristic_none,0
64,28,14,10,14,38,rrhc,heuristic_none,0
64,29,17,12,14,38,rrhc,found,1
64,29,27,14,12,38,rrhc,heuristic_none,0
64,30,15,13,15,38,rrhc,heuristic_none,0
64,30,21,15,13,38,rrhc,heuristic_none,0
64,30,24,16,12,38,rrhc,heuristic_none,0
64,13,6,1,3,39,rrhc,heuristic_none,0
64,14,7,3,3,39,rrhc,heuristic_none,0
64,17,8,3,5,39,rrhc,heuristic_none,0
64,19,8,7,5,39,rrhc,heuristic_none,0
64,22,18,10,6,39,rrhc,heuristic_none,0
64,23,13,12,6,39,rrhc,heuristic_none,0
64,25,19,6,12,39,rrhc,heuristic_none,0
64,26,24,8,12,39,rrhc,heuristic_none,0
64,27,18,9,13,39,rrhc,heuristic_none,0
64,27,18,17,7,39,rrhc,heuristic_none,0
64,28,14,10,14,39,rrhc,heuristic_none,0
64,29,17,12,14,39,rrhc,found,1
64,29,27,14,12,39,rrhc,heuristic_none,0
64,30,15,13,15,39,rrhc,heuristic_none,0
64,30,21,15,13,39,rrhc,heuristic_none,0
64,30,24,16,12,39,rrhc,heuristic_none,0
64,13,6,1,3,40,rrhc,heuristic_none,0
64,14,7,3,3,40,rrhc,heuristic_none,0
64,17,8,3,5,40,rrhc,heuristic_none,0
64,19,8,7,5,40,rrhc,heuristic_none,0
64,22,18,10,6,40,rrhc,heuristic_none,0
64,23,13,12,6,40,rrhc,heuristic_none,0
64,25,19,6,12,40,rrhc,heuristic_none,0
64,26,24,8,12,40,rrhc,heuristic_none,0
64,27,18,9,13,40,rrhc,heuristic_none,0
64,27,18,17,7,40,rrhc,heuristic_none,0
64,28,14,10,14,40,rrhc,heuristic_none,0
64,29,17,12,14,40,rrhc,heuristic_none,0
64,29,27,14,12,40,rrhc,heuristic_none,0
64,30,15,13,15,40,rrhc,heuristic_none,0
64,30,21,15,13,40,rrhc,heuristic_none,0
64,30,24,16,12,40,rrhc,heuristic_none,0
64,13,6,1,3,41,rrhc,heuristic_none,0
64,14,7,3,3,41,rrhc,heuristic_none,0
64,17,8,3,5,41,rrhc,heuristic_none,0
64,19,8,7,5,41,rrhc,heuristic_none,0
64,22,18,10,6,41,rrhc,heuristic_none,0
64,23,13,12,6,41,rrhc,heuristic_none,0
64,25,19,6,12,41,rrhc,heuristic_none,0
64,26,24,8,12,41,rrhc,heuristic_none,0
64,27,18,9,13,41,rrhc,heuristic_none,0
64,27,18,17,7,41,rrhc,heuristic_none,0
64,28,14,10,14,41,rrhc,heuristic_none,0
64,29,17,12,14,41,rrhc,found,1
64,29,27,14,12,41,rrhc,heuristic_none,0
64,30,15,13,15,41,rrhc,heuristic_none,0
64,30,21,15,13,41,rrhc,heuristic_none,0
64,30,24,16,12,41,rrhc,heuristic_none,0
64,13,6,1,3,42,rrhc,heuristic_none,0
64,14,7,3,3,42,rrhc,heuristic_none,0
64,17,8,3,5,42,rrhc,heuristic_none,0
64,19,8,7,5,42,rrhc,heuristic_none,0
64,22,18,10,6,42,rrhc,heuristic_none,0
64,23,13,12,6,42,rrhc,heuristic_none,0
64,25,19,6,12,42,rrhc,heuristic_none,0
64,26,24,8,12,42,rrhc,heuristic_none,0
64,27,18,9,13,42,rrhc,heuristic_none,0
64,27,18,17,7,42,rrhc,heuristic_none,0
64,28,14,10,14,42,rrhc,heuristic_none,0
64,29,17,12,14,42,rrhc,heuristic_none,0
64,29,27,14,12,42,rrhc,heuristic_none,0
64,30,15,13,15,42,rrhc,heuristic_none,0
64,30,21,15,13,42,rrhc,heuristic_none,0
64,30,24,16,12,42,rrhc,heuristic_none,0
64,13,6,1,3,43,rrhc,heuristic_none,0
64,14,7,3,3,43,rrhc,heuristic_none,0
64,17,8,3,5,43,rrhc,heuristic_none,0
64,19,8,7,5,43,rrhc,heuristic_none,0
64,22,18,10,6,43,rrhc,heuristic_none,0
64,23,13,12,6,43,rrhc,heuristic_none,0
64,25,19,6,12,43,rrhc,heuristic_none,0
64,26,24,8,12,43,rrhc,heuristic_none,0
64,27,18,9,13,43,rrhc,heuristic_none,0
64,27,18,17,7,43,rrhc,heuristic_none,0
64,28,14,10,14,43,rrhc,heuristic_none,0
64,29,17,12,14,43,rrhc,heuristic_none,0
64,29,27,14,12,43,rrhc,heuristic_none,0
64,30,15,13,15,43,rrhc,heuristic_none,0
64,30,21,15,13,43,rrhc,heuristic_none,0
64,30,24,16,12,43,rrhc,heuristic_none,0
64,13,6,1,3,44,rrhc,heuristic_none,0
64,14,7,3,3,44,rrhc,heuristic_none,0
64,17,8,3,5,44,rrhc,heuristic_none,0
64,19,8,7,5,44,rrhc,heuristic_none,0
64,22,18,10,6,44,rrhc,heuristic_none,0
64,23,13,12,6,44,rrhc,heuristic_none,0
64,25,19,6,12,44,rrhc,heuristic_none,0
64,26,24,8,12,44,rrhc,heuristic_none,0
64,27,18,9,13,44,rrhc,heuristic_none,0
64,27,18,17,7,44,rrhc,heuristic_none,0
64,28,14,10,14,44,rrhc,heuristic_none,0
64,29,17,12,14,44,rrhc,heuristic_none,0
64,29,27,14,12,44,rrhc,heuristic_none,0
64,30,15,13,15,44,rrhc,heuristic_none,0
64,30,21,15,13,44,rrhc,heuristic_none,0
64,30,24,16,12,44,rrhc,heuristic_none,0
64,13,6,1,3,45,rrhc,heuristic_none,0
64,14,7,3,3,45,rrhc,heuristic_none,0
64,17,8,3,5,45,rrhc,heuristic_none,0
64,19,8,7,5,45,rrhc,heuristic_none,0
64,22,18,10,6,45,rrhc,heuristic_none,0
64,23,13,12,6,45,rrhc,heuristic_none,0
64,25,19,6,12,45,rrhc,heuristic_none,0
64,26,24,8,12,45,rrhc,heuristic_none,0
64,27,18,9,13,45,rrhc,heuristic_none,0
64,27,18,17,7,45,rrhc,heuristic_none,0
64,28,14,10,14,45,rrhc,heuristic_none,0
64,29,17,12,14,45,rrhc,heuristic_none,0
64,29,27,14,12,45,rrhc,heuristic_none,0
64,30,15,13,15,45,rrhc,heuristic_none,0
64,30,21,15,13,45,rrhc,heuristic_none,0
64,30,24,16,12,45,rrhc,heuristic_none,0
64,13,6,1,3,46,rrhc,heuristic_none,0
64,14,7,3,3,46,rrhc,heuristic_none,0
64,17,8,3,5,46,rrhc,heuristic_none,0
64,19,8,7,5,46,rrhc,heuristic_none,0
64,22,18,10,6,46,rrhc,heuristic_none,0
64,23,13,12,6,46,rrhc,heuristic_none,0
64,25,19,6,12,46,rrhc,heuristic_none,0
64,26,24,8,12,46,rrhc,heuristic_none,0
64,27,18,9,13,46,rrhc,heuristic_none,0
64,27,18,17,7,46,rrhc,heuristic_none,0
64,28,14,10,14,46,rrhc,heuristic_none,0
64,29,17,12,14,46,rrhc,found,1
64,29,27,14,12,46,rrhc,heuristic_none,0
64,30,15,13,15,46,rrhc,heuristic_none,0
64,30,21,15,13,46,rrhc,heuristic_none,0
64,30,24,16,12,46,rrhc,heuristic_none,0
64,13,6,1,3,47,rrhc,heuristic_none,0
64,14,7,3,3,47,rrhc,heuristic_none,0
64,17,8,3,5,47,rrhc,heuristic_none,0
64,19,8,7,5,47,rrhc,heuristic_none,0
64,22,18,10,6,47,rrhc,heuristic_none,0
64,23,13,12,6,47,rrhc,heuristic_none,0
64,25,19,6,12,47,rrhc,heuristic_none,0
64,26,24,8,12,47,rrhc,heuristic_none,0
64,27,18,9,13,47,rrhc,heuristic_none,0
64,27,18,17,7,47,rrhc,heuristic_none,0
64,28,14,10,14,47,rrhc,heuristic_none,0
64,29,17,12,14,47,rrhc,found,1
64,29,27,14,12,47,rrhc,heuristic_none,0
64,30,15,13,15,47,rrhc,heuristic_none,0
64,30,21,15,13,47,rrhc,heuristic_none,0
64,30,24,16,12,47,rrhc,heuristic_none,0
64,13,6,1,3,48,rrhc,heuristic_none,0
64,14,7,3,3,48,rrhc,heuristic_none,0
64,17,8,3,5,48,rrhc,heuristic_none,0
64,19,8,7,5,48,rrhc,heuristic_none,0
64,22,18,10,6,48,rrhc,heuristic_none,0
64,23,13,12,6,48,rrhc,heuristic_none,0
64,25,19,6,12,48,rrhc,heuristic_none,0
64,26,24,8,12,48,rrhc,heuristic_none,0
64,27,18,9,13,48,rrhc,heuristic_none,0
64,27,18,17,7,48,rrhc,heuristic_none,0
64,28,14,10,14,48,rrhc,heuristic_none,0
64,29,17,12,14,48,rrhc,found,1
64,29,27,14,12,48,rrhc,heuristic_none,0
64,30,15,13,15,48,rrhc,heuristic_none,0
64,30,21,15,13,48,rrhc,heuristic_none,0
64,30,24,16,12,48,rrhc,heuristic_none,0
64,13,6,1,3,49,rrhc,heuristic_none,0
64,14,7,3,3,49,rrhc,heuristic_none,0
64,17,8,3,5,49,rrhc,heuristic_none,0
64,19,8,7,5,49,rrhc,heuristic_none,0
64,22,18,10,6,49,rrhc,heuristic_none,0
64,23,13,12,6,49,rrhc,heuristic_none,0
64,25,19,6,12,49,rrhc,heuristic_none,0
64,26,24,8,12,49,rrhc,heuristic_none,0
64,27,18,9,13,49,rrhc,heuristic_none,0
64,27,18,17,7,49,rrhc,heuristic_none,0
64,28,14,10,14,49,rrhc,heuristic_none,0
64,29,17,12,14,49,rrhc,heuristic_none,0
64,29,27,14,12,49,rrhc,heuristic_none,0
64,30,15,13,15,49,rrhc,heuristic_none,0
64,30,21,15,13,49,rrhc,heuristic_none,0
64,30,24,16,12,49,rrhc,heuristic_none,0
64,13,6,1,3,50,rrhc,heuristic_none,0
64,14,7,3,3,50,rrhc,heuristic_none,0
64,17,8,3,5,50,rrhc,heuristic_none,0
64,19,8,7,5,50,rrhc,heuristic_none,0
64,22,18,10,6,50,rrhc,heuristic_none,0
64,23,13,12,6,50,rrhc,heuristic_none,0
64,25,19,6,12,50,rrhc,heuristic_none,0
64,26,24,8,12,50,rrhc,heuristic_none,0
64,27,18,9,13,50,rrhc,heuristic_none,0
64,27,18,17,7,50,rrhc,heuristic_none,0
64,28,14,10,14,50,rrhc,heuristic_none,0
64,29,17,12,14,50,rrhc,heuristic_none,0
64,29,27,14,12,50,rrhc,heuristic_none,0
64,30,15,13,15,50,rrhc,heuristic_none,0
64,30,21,15,13,50,rrhc,heuristic_none,0
64,30,24,16,12,50,rrhc,heuristic_none,0
64,13,6,1,3,51,rrhc,heuristic_none,0
64,14,7,3,3,51,rrhc,heuristic_none,0
64,17,8,3,5,51,rrhc,heuristic_none,0
64,19,8,7,5,51,rrhc,heuristic_none,0
64,22,18,10,6,51,rrhc,heuristic_none,0
64,23,13,12,6,51,rrhc,heuristic_none,0
64,25,19,6,12,51,rrhc,heuristic_none,0
64,26,24,8,12,51,rrhc,heuristic_none,0
64,27,18,9,13,51,rrhc,heuristic_none,0
64,27,18,17,7,51,rrhc,heuristic_none,0
64,28,14,10,14,51,rrhc,heuristic_none,0
64,29,17,12,14,51,rrhc,heuristic_none,0
64,29,27,14,12,51,rrhc,heuristic_none,0
64,30,15,13,15,51,rrhc,heuristic_none,0
64,30,21,15,13,51,rrhc,heuristic_none,0
64,30,24,16,12,51,rrhc,heuristic_none,0
64,13,6,1,3,52,rrhc,heuristic_none,0
64,14,7,3,3,52,rrhc,heuristic_none,0
64,17,8,3,5,52,rrhc,heuristic_none,0
64,19,8,7,5,52,rrhc,heuristic_none,0
64,22,18,10,6,52,rrhc,heuristic_none,0
64,23,13,12,6,52,rrhc,heuristic_none,0
64,25,19,6,12,52,rrhc,heuristic_none,0
64,26,24,8,12,52,rrhc,heuristic_none,0
64,27,18,9,13,52,rrhc,heuristic_none,0
64,27,18,17,7,52,rrhc,heuristic_none,0
64,28,14,10,14,52,rrhc,heuristic_none,0
64,29,17,12,14,52,rrhc,heuristic_none,0
64,29,27,14,12,52,rrhc,heuristic_none,0
64,30,15,13,15,52,rrhc,heuristic_none,0
64,30,21,15,13,52,rrhc,heuristic_none,0
64,30,24,16,12,52,rrhc,heuristic_none,0
64,13,6,1,3,53,rrhc,heuristic_none,0
64,14,7,3,3,53,rrhc,heuristic_none,0
64,17,8,3,5,53,rrhc,heuristic_none,0
64,19,8,7,5,53,rrhc,heuristic_none,0
64,22,18,10,6,53,rrhc,heuristic_none,0
64,23,13,12,6,53,rrhc,heuristic_none,0
64,25,19,6,12,53,rrhc,heuristic_none,0
64,26,24,8,12,53,rrhc,heuristic_none,0
64,27,18,9,13,53,rrhc,heuristic_none,0
64,27,18,17,7,53,rrhc,heuristic_none,0
64,28,14,10,14,53,rrhc,heuristic_none,0
64,29,17,12,14,53,rrhc,heuristic_none,0
64,29,27,14,12,53,rrhc,heuristic_none,0
64,30,15,13,15,53,rrhc,heuristic_none,0
64,30,21,15,13,53,rrhc,heuristic_none,0
64,30,24,16,12,53,rrhc,heuristic_none,0
64,13,6,1,3,54,rrhc,heuristic_none,0
64,14,7,3,3,54,rrhc,heuristic_none,0
64,17,8,3,5,54,rrhc,heuristic_none,0
64,19,8,7,5,54,rrhc,heuristic_none,0
64,22,18,10,6,54,rrhc,heuristic_none,0
64,23,13,12,6,54,rrhc,heuristic_none,0
64,25,19,6,12,54,rrhc,heuristic_none,0
64,26,24,8,12,54,rrhc,heuristic_none,0
64,27,18,9,13,54,rrhc,heuristic_none,0
64,27,18,17,7,54,rrhc,heuristic_none,0
64,28,14,10,14,54,rrhc,heuristic_none,0
64,29,17,12,14,54,rrhc,heuristic_none,0
64,29,27,14,12,54,rrhc,heuristic_none,0
64,30,15,13,15,54,rrhc,heuristic_none,0
64,30,21,15,13,54,rrhc,heuristic_none,0
64,30,24,16,12,54,rrhc,heuristic_none,0
64,13,6,1,3,55,rrhc,heuristic_none,0
64,14,7,3,3,55,rrhc,heuristic_none,0
64,17,8,3,5,55,rrhc,heuristic_none,0
64,19,8,7,5,55,rrhc,heuristic_none,0
64,22,18,10,6,55,rrhc,heuristic_none,0
64,23,13,12,6,55,rrhc,heuristic_none,0
64,25,19,6,12,55,rrhc,heuristic_none,0
64,26,24,8,12,55,rrhc,heuristic_none,0
64,27,18,9,13,55,rrhc,heuristic_none,0
64,27,18,17,7,55,rrhc,heuristic_none,0
64,28,14,10,14,55,rrhc,heuristic_none,0
64,29,17,12,14,55,rrhc,heuristic_none,0
64,29,27,14,12,55,rrhc,heuristic_none,0
64,30,15,13,15,55,rrhc,heuristic_none,0
64,30,21,15,13,55,rrhc,heuristic_none,0
64,30,24,16,12,55,rrhc,heuristic_none,0
64,13,6,1,3,56,rrhc,heuristic_none,0
64,14,7,3,3,56,rrhc,heuristic_none,0
64,17,8,3,5,56,rrhc,heuristic_none,0
64,19,8,7,5,56,rrhc,heuristic_none,0
64,22,18,10,6,56,rrhc,heuristic_none,0
64,23,13,12,6,56,rrhc,heuristic_none,0
64,25,19,6,12,56,rrhc,heuristic_none,0
64,26,24,8,12,56,rrhc,heuristic_none,0
64,27,18,9,13,56,rrhc,heuristic_none,0
64,27,18,17,7,56,rrhc,heuristic_none,0
64,28,14,10,14,56,rrhc,heuristic_none,0
64,29,17,12,14,56,rrhc,heuristic_none,0
64,29,27,14,12,56,rrhc,heuristic_none,0
64,30,15,13,15,56,rrhc,heuristic_none,0
64,30,21,15,13,56,rrhc,heuristic_none,0
64,30,24,16,12,56,rrhc,heuristic_none,0
64,13,6,1,3,57,rrhc,heuristic_none,0
64,14,7,3,3,57,rrhc,heuristic_none,0
64,17,8,3,5,57,rrhc,heuristic_none,0
64,19,8,7,5,57,rrhc,heuristic_none,0
64,22,18,10,6,57,rrhc,heuristic_none,0
64,23,13,12,6,57,rrhc,heuristic_none,0
64,25,19,6,12,57,rrhc,heuristic_none,0
64,26,24,8,12,57,rrhc,heuristic_none,0
64,27,18,9,13,57,rrhc,heuristic_none,0
64,27,18,17,7,57,rrhc,heuristic_none,0
64,28,14,10,14,57,rrhc,heuristic_none,0
64,29,17,12,14,57,rrhc,heuristic_none,0
64,29,27,14,12,57,rrhc,heuristic_none,0
64,30,15,13,15,57,rrhc,heuristic_none,0
64,30,21,15,13,57,rrhc,heuristic_none,0
64,30,24,16,12,57,rrhc,heuristic_none,0
64,13,6,1,3,58,rrhc,heuristic_none,0
64,14,7,3,3,58,rrhc,heuristic_none,0
64,17,8,3,5,58,rrhc,heuristic_none,0
64,19,8,7,5,58,rrhc,heuristic_none,0
64,22,18,10,6,58,rrhc,heuristic_none,0
64,23,13,12,6,58,rrhc,heuristic_none,0
64,25,19,6,12,58,rrhc,heuristic_none,0
64,26,24,8,12,58,rrhc,heuristic_none,0
64,27,18,9,13,58,rrhc,heuristic_none,0
64,27,18,17,7,58,rrhc,heuristic_none,0
64,28,14,10,14,58,rrhc,heuristic_none,0
64,29,17,12,14,58,rrhc,heuristic_none,0
64,29,27,14,12,58,rrhc,heuristic_none,0
64,30,15,13,15,58,rrhc,heuristic_none,0
64,30,21,15,13,58,rrhc,heuristic_none,0
64,30,24,16,12,58,rrhc,heuristic_none,0
64,13,6,1,3,59,rrhc,heuristic_none,0
64,14,7,3,3,59,rrhc,heuristic_none,0
64,17,8,3,5,59,rrhc,heuristic_none,0
64,19,8,7,5,59,rrhc,heuristic_none,0
64,22,18,10,6,59,rrhc,heuristic_none,0
64,23,13,12,6,59,rrhc,heuristic_none,0
64,25,19,6,12,59,rrhc,heuristic_none,0
64,26,24,8,12,59,rrhc,heuristic_none,0
64,27,18,9,13,59,rrhc,heuristic_none,0
64,27,18,17,7,59,rrhc,heuristic_none,0
64,28,14,10,14,59,rrhc,heuristic_none,0
64,29,17,12,14,59,rrhc,heuristic_none,0
64,29,27,14,12,59,rrhc,heuristic_none,0
64,30,15,13,15,59,rrhc,heuristic_none,0
64,30,21,15,13,59,rrhc,heuristic_none,0
64,30,24,16,12,59,rrhc,heuristic_none,0
64,13,6,1,3,60,rrhc,heuristic_none,0
64,14,7,3,3,60,rrhc,heuristic_none,0
64,17,8,3,5,60,rrhc,heuristic_none,0
64,19,8,7,5,60,rrhc,heuristic_none,0
64,22,18,10,6,60,rrhc,heuristic_none,0
64,23,13,12,6,60,rrhc,heuristic_none,0
64,25,19,6,12,60,rrhc,heuristic_none,0
64,26,24,8,12,60,rrhc,heuristic_none,0
64,27,18,9,13,60,rrhc,heuristic_none,0
64,27,18,17,7,60,rrhc,heuristic_none,0
64,28,14,10,14,60,rrhc,heuristic_none,0
64,29,17,12,14,60,rrhc,found,1
64,29,27,14,12,60,rrhc,heuristic_none,0
64,30,15,13,15,60,rrhc,heuristic_none,0
64,30,21,15,13,60,rrhc,heuristic_none,0
64,30,24,16,12,60,rrhc,heuristic_none,0
64,13,6,1,3,61,rrhc,heuristic_none,0
64,14,7,3,3,61,rrhc,heuristic_none,0
64,17,8,3,5,61,rrhc,heuristic_none,0
64,19,8,7,5,61,rrhc,heuristic_none,0
64,22,18,10,6,61,rrhc,heuristic_none,0
64,23,13,12,6,61,rrhc,heuristic_none,0
64,25,19,6,12,61,rrhc,heuristic_none,0
64,26,24,8,12,61,rrhc,heuristic_none,0
64,27,18,9,13,61,rrhc,heuristic_none,0
64,27,18,17,7,61,rrhc,heuristic_none,0
64,28,14,10,14,61,rrhc,heuristic_none,0
64,29,17,12,14,61,rrhc,found,1
64,29,27,14,12,61,rrhc,heuristic_none,0
64,30,15,13,15,61,rrhc,heuristic_none,0
64,30,21,15,13,61,rrhc,heuristic_none,0
64,30,24,16,12,61,rrhc,heuristic_none,0
64,13,6,1,3,62,rrhc,heuristic_none,0
64,14,7,3,3,62,rrhc,heuristic_none,0
64,17,8,3,5,62,rrhc,heuristic_none,0
64,19,8,7,5,62,rrhc,heuristic_none,0
64,22,18,10,6,62,rrhc,heuristic_none,0
64,23,13,12,6,62,rrhc,heuristic_none,0
64,25,19,6,12,62,rrhc,heuristic_none,0
64,26,24,8,12,62,rrhc,heuristic_none,0
64,27,18,9,13,62,rrhc,heuristic_none,0
64,27,18,17,7,62,rrhc,heuristic_none,0
64,28,14,10,14,62,rrhc,heuristic_none,0
64,29,17,12,14,62,rrhc,found,1
64,29,27,14,12,62,rrhc,heuristic_none,0
64,30,15,13,15,62,rrhc,heuristic_none,0
64,30,21,15,13,62,rrhc,heuristic_none,0
64,30,24,16,12,62,rrhc,heuristic_none,0
64,13,6,1,3,63,rrhc,heuristic_none,0
64,14,7,3,3,63,rrhc,heuristic_none,0
64,17,8,3,5,63,rrhc,heuristic_none,0
64,19,8,7,5,63,rrhc,heuristic_none,0
64,22,18,10,6,63,rrhc,heuristic_none,0
64,23,13,12,6,63,rrhc,heuristic_none,0
64,25,19,6,12,63,rrhc,heuristic_none,0
