n,k,t,lambda,mu,lib_id,method,outcome,num_dpds
84,20,11,10,3,3,rrhc,heuristic_none,0
84,22,8,5,6,3,ilp,infeasible_proof,0
84,22,8,5,6,3,rrhc,heuristic_none,0
84,22,13,2,7,3,ilp,infeasible_proof,0
84,22,13,2,7,3,rrhc,heuristic_none,0
84,23,17,4,7,3,ilp,infeasible_proof,0
84,23,17,4,7,3,rrhc,heuristic_none,0
84,24,19,6,7,3,ilp,infeasible_proof,0
84,24,19,6,7,3,rrhc,heuristic_none,0
84,25,11,6,8,3,ilp,timeout,0
84,25,11,6,8,3,rrhc,heuristic_none,0
84,25,19,8,7,3,ilp,infeasible_proof,0
84,25,19,8,7,3,rrhc,heuristic_none,0
84,26,12,8,8,3,ilp,timeout,0
84,26,12,8,8,3,rrhc,heuristic_none,0
84,26,17,10,7,3,ilp,infeasible_proof,0
84,26,17,10,7,3,rrhc,heuristic_none,0
84,26,22,12,6,3,ilp,infeasible_proof,0
84,26,22,12,6,3,rrhc,heuristic_none,0
84,31,27,10,12,3,ilp,timeout,0
84,31,27,10,12,3,rrhc,heuristic_none,0
84,33,27,14,12,3,ilp,timeout,0
84,33,27,14,12,3,rrhc,heuristic_none,0
84,35,15,14,15,3,ilp,timeout,0
84,35,15,14,15,3,rrhc,heuristic_none,0
84,37,23,14,18,3,ilp,timeout,0
84,37,23,14,18,3,rrhc,heuristic_none,0
84,38,26,16,18,3,ilp,timeout,0
84,38,26,16,18,3,rrhc,heuristic_none,0
84,40,26,20,18,3,ilp,timeout,0
84,40,26,20,18,3,rrhc,heuristic_none,0
84,17,8,1,4,4,ilp,infeasible_proof,0
84,17,8,1,4,4,rrhc,heuristic_none,0
84,20,11,10,3,4,ilp,infeasible_proof,0
84,20,11,10,3,4,rrhc,heuristic_none,0
84,22,8,5,6,4,ilp,timeout,0
84,22,8,5,6,4,rrhc,heuristic_none,0
84,22,13,2,7,4,ilp,infeasible_proof,0
84,22,13,2,7,4,rrhc,heuristic_none,0
84,23,17,4,7,4,ilp,infeasible_proof,0
84,23,17,4,7,4,rrhc,heuristic_none,0
84,24,19,6,7,4,ilp,infeasible_proof,0
84,24,19,6,7,4,rrhc,heuristic_none,0
84,25,11,6,8,4,ilp,timeout,0
84,25,11,6,8,4,rrhc,heuristic_none,0
84,25,19,8,7,4,ilp,infeasible_proof,0
84,25,19,8,7,4,rrhc,heuristic_none,0
84,26,12,8,8,4,ilp,timeout,0
84,26,12,8,8,4,rrhc,heuristic_none,0
84,26,17,10,7,4,ilp,infeasible_proof,0
84,26,17,10,7,4,rrhc,heuristic_none,0
84,26,22,12,6,4,ilp,timeout,0
84,26,22,12,6,4,rrhc,heuristic_none,0
84,31,27,10,12,4,ilp,timeout,0
84,31,27,10,12,4,rrhc,heuristic_none,0
84,33,27,14,12,4,ilp,timeout,0
84,33,27,14,12,4,rrhc,heuristic_none,0
84,35,15,14,15,4,ilp,timeout,0
84,35,15,14,15,4,rrhc,heuristic_none,0
84,37,23,14,18,4,ilp,timeout,0
84,37,23,14,18,4,rrhc,heuristic_none,0
84,38,26,16,18,4,ilp,timeout,0
84,38,26,16,18,4,rrhc,heuristic_none,0
84,40,26,20,18,4,ilp,timeout,0
84,40,26,20,18,4,rrhc,heuristic_none,0
84,17,8,1,4,5,ilp,infeasible_proof,0
84,17,8,1,4,5,rrhc,heuristic_none,0
84,20,11,10,3,5,ilp,infeasible_proof,0
84,20,11,10,3,5,rrhc,heuristic_none,0
84,22,8,5,6,5,ilp,infeasible_proof,0
84,22,8,5,6,5,rrhc,heuristic_none,0
84,22,13,2,7,5,ilp,infeasible_proof,0
84,22,13,2,7,5,rrhc,heuristic_none,0
84,23,17,4,7,5,ilp,infeasible_proof,0
84,23,17,4,7,5,rrhc,heuristic_none,0
84,24,19,6,7,5,ilp,infeasible_proof,0
84,24,19,6,7,5,rrhc,heuristic_none,0
84,25,11,6,8,5,ilp,infeasible_proof,0
84,25,11,6,8,5,rrhc,heuristic_none,0
84,25,19,8,7,5,ilp,infeasible_proof,0
84,25,19,8,7,5,rrhc,heuristic_none,0
84,26,12,8,8,5,ilp,infeasible_proof,0
84,26,12,8,8,5,rrhc,heuristic_none,0
84,26,17,10,7,5,ilp,timeout,0
84,26,17,10,7,5,rrhc,heuristic_none,0
84,26,22,12,6,5,ilp,infeasible_proof,0
84,26,22,12,6,5,rrhc,heuristic_none,0
84,31,27,10,12,5,ilp,infeasible_proof,0
84,31,27,10,12,5,rrhc,heuristic_none,0
84,33,27,14,12,5,ilp,timeout,0
84,33,27,14,12,5,rrhc,heuristic_none,0
84,35,15,14,15,5,ilp,infeasible_proof,0
84,35,15,14,15,5,rrhc,heuristic_none,0
84,37,23,14,18,5,ilp,infeasible_proof,0
84,37,23,14,18,5,rrhc,heuristic_none,0
84,38,26,16,18,5,ilp,timeout,0
84,38,26,16,18,5,rrhc,heuristic_none,0
84,40,26,20,18,5,ilp,infeasible_proof,0
84,40,26,20,18,5,rrhc,heuristic_none,0
84,17,8,1,4,6,ilp,infeasible_proof,0
84,17,8,1,4,6,rrhc,heuristic_none,0
84,20,11,10,3,6,ilp,infeasible_proof,0
84,20,11,10,3,6,rrhc,heuristic_none,0
84,22,8,5,6,6,ilp,infeasible_proof,0
84,22,8,5,6,6,rrhc,heuristic_none,0
84,22,13,2,7,6,ilp,infeasible_proof,0
84,22,13,2,7,6,rrhc,heuristic_none,0
84,23,17,4,7,6,ilp,infeasible_proof,0
84,23,17,4,7,6,rrhc,heuristic_none,0
84,24,19,6,7,6,ilp,infeasible_proof,0
84,24,19,6,7,6,rrhc,heuristic_none,0
84,25,11,6,8,6,ilp,infeasible_proof,0
84,25,11,6,8,6,rrhc,heuristic_none,0
84,25,19,8,7,6,ilp,infeasible_proof,0
84,25,19,8,7,6,rrhc,heuristic_none,0
84,26,12,8,8,6,ilp,infeasible_proof,0
84,26,12,8,8,6,rrhc,heuristic_none,0
84,26,17,10,7,6,ilp,infeasible_proof,0
84,26,17,10,7,6,rrhc,heuristic_none,0
84,26,22,12,6,6,ilp,infeasible_proof,0
84,26,22,12,6,6,rrhc,heuristic_none,0
84,31,27,10,12,6,ilp,infeasible_proof,0
84,31,27,10,12,6,rrhc,heuristic_none,0
84,33,27,14,12,6,ilp,infeasible_proof,0
84,33,27,14,12,6,rrhc,heuristic_none,0
84,35,15,14,15,6,ilp,infeasible_proof,0
84,35,15,14,15,6,rrhc,heuristic_none,0
84,37,23,14,18,6,ilp,infeasible_proof,0
84,37,23,14,18,6,rrhc,heuristic_none,0
84,38,26,16,18,6,ilp,infeasible_proof,0
84,38,26,16,18,6,rrhc,heuristic_none,0
84,40,26,20,18,6,ilp,infeasible_proof,0
84,40,26,20,18,6,rrhc,heuristic_none,0
84,17,8,1,4,7,ilp,timeout,0
84,17,8,1,4,7,rrhc,heuristic_none,0
84,20,11,10,3,7,ilp,timeout,0
84,20,11,10,3,7,rrhc,heuristic_none,0
84,22,8,5,6,7,ilp,timeout,0
84,22,8,5,6,7,rrhc,heuristic_none,0
84,22,13,2,7,7,ilp,timeout,0
84,22,13,2,7,7,rrhc,heuristic_none,0
84,23,17,4,7,7,ilp,timeout,0
84,23,17,4,7,7,rrhc,heuristic_none,0
84,24,19,6,7,7,ilp,timeout,0
84,24,19,6,7,7,rrhc,heuristic_none,0
84,25,11,6,8,7,ilp,timeout,0
84,25,11,6,8,7,rrhc,heuristic_none,0
84,25,19,8,7,7,ilp,timeout,0
84,25,19,8,7,7,rrhc,heuristic_none,0
84,26,12,8,8,7,ilp,timeout,0
84,26,12,8,8,7,rrhc,heuristic_none,0
84,26,17,10,7,7,ilp,timeout,0
84,26,17,10,7,7,rrhc,heuristic_none,0
84,26,22,12,6,7,ilp,timeout,0
84,26,22,12,6,7,rrhc,heuristic_none,0
84,31,27,10,12,7,ilp,timeout,0
84,31,27,10,12,7,rrhc,heuristic_none,0
84,33,27,14,12,7,ilp,timeout,0
84,33,27,14,12,7,rrhc,heuristic_none,0
84,35,15,14,15,7,ilp,timeout,0
84,35,15,14,15,7,rrhc,heuristic_none,0
84,37,23,14,18,7,ilp,timeout,0
84,37,23,14,18,7,rrhc,heuristic_none,0
84,38,26,16,18,7,ilp,timeout,0
84,38,26,16,18,7,rrhc,heuristic_none,0
84,40,26,20,18,7,ilp,timeout,0
84,40,26,20,18,7,rrhc,heuristic_none,0
84,17,8,1,4,8,ilp,infeasible_proof,0
84,17,8,1,4,8,rrhc,heuristic_none,0
84,20,11,10,3,8,ilp,timeout,0
84,20,11,10,3,8,rrhc,heuristic_none,0
84,22,8,5,6,8,ilp,timeout,0
84,22,8,5,6,8,rrhc,heuristic_none,0
84,22,13,2,7,8,ilp,timeout,0
84,22,13,2,7,8,rrhc,heuristic_none,0
84,23,17,4,7,8,ilp,timeout,0
84,23,17,4,7,8,rrhc,heuristic_none,0
84,24,19,6,7,8,ilp,timeout,0
84,24,19,6,7,8,rrhc,heuristic_none,0
84,25,11,6,8,8,ilp,timeout,0
84,25,11,6,8,8,rrhc,heuristic_none,0
84,25,19,8,7,8,ilp,timeout,0
84,25,19,8,7,8,rrhc,heuristic_none,0
84,26,12,8,8,8,ilp,timeout,0
84,26,12,8,8,8,rrhc,heuristic_none,0
84,26,17,10,7,8,ilp,timeout,0
84,26,17,10,7,8,rrhc,heuristic_none,0
84,26,22,12,6,8,ilp,timeout,0
84,26,22,12,6,8,rrhc,heuristic_none,0
84,31,27,10,12,8,ilp,timeout,0
84,31,27,10,12,8,rrhc,heuristic_none,0
84,33,27,14,12,8,ilp,timeout,0
84,33,27,14,12,8,rrhc,heuristic_none,0
84,35,15,14,15,8,ilp,timeout,0
84,35,15,14,15,8,rrhc,heuristic_none,0
84,37,23,14,18,8,ilp,timeout,0
84,37,23,14,18,8,rrhc,heuristic_none,0
84,38,26,16,18,8,ilp,timeout,0
84,38,26,16,18,8,rrhc,heuristic_none,0
84,40,26,20,18,8,ilp,timeout,0
84,40,26,20,18,8,rrhc,heuristic_none,0
84,17,8,1,4,9,ilp,infeasible_proof,0
84,17,8,1,4,9,rrhc,heuristic_none,0
84,20,11,10,3,9,ilp,infeasible_proof,0
84,20,11,10,3,9,rrhc,heuristic_none,0
84,22,8,5,6,9,ilp,timeout,0
84,22,8,5,6,9,rrhc,heuristic_none,0
84,22,13,2,7,9,ilp,infeasible_proof,0
84,22,13,2,7,9,rrhc,heuristic_none,0
84,23,17,4,7,9,ilp,infeasible_proof,0
84,23,17,4,7,9,rrhc,heuristic_none,0
84,24,19,6,7,9,ilp,timeout,0
84,24,19,6,7,9,rrhc,heuristic_none,0
84,25,11,6,8,9,ilp,timeout,0
84,25,11,6,8,9,rrhc,heuristic_none,0
84,25,19,8,7,9,ilp,timeout,0
84,25,19,8,7,9,rrhc,heuristic_none,0
84,26,12,8,8,9,ilp,timeout,0
84,26,12,8,8,9,rrhc,heuristic_none,0
84,26,17,10,7,9,ilp,timeout,0
84,26,17,10,7,9,rrhc,heuristic_none,0
84,26,22,12,6,9,ilp,timeout,0
84,26,22,12,6,9,rrhc,heuristic_none,0
84,31,27,10,12,9,ilp,timeout,0
84,31,27,10,12,9,rrhc,heuristic_none,0
84,33,27,14,12,9,ilp,timeout,0
84,33,27,14,12,9,rrhc,heuristic_none,0
84,35,15,14,15,9,ilp,timeout,0
84,35,15,14,15,9,rrhc,heuristic_none,0
84,37,23,14,18,9,ilp,timeout,0
84,37,23,14,18,9,rrhc,heuristic_none,0
84,38,26,16,18,9,ilp,timeout,0
84,38,26,16,18,9,rrhc,heuristic_none,0
84,40,26,20,18,9,ilp,timeout,0
84,40,26,20,18,9,rrhc,heuristic_none,0
84,17,8,1,4,10,ilp,infeasible_proof,0
84,17,8,1,4,10,rrhc,heuristic_none,0
84,20,11,10,3,10,ilp,infeasible_proof,0
84,20,11,10,3,10,rrhc,heuristic_none,0
84,22,8,5,6,10,ilp,timeout,0
84,22,8,5,6,10,rrhc,heuristic_none,0
84,22,13,2,7,10,ilp,infeasible_proof,0
84,22,13,2,7,10,rrhc,heuristic_none,0
84,23,17,4,7,10,ilp,timeout,0
84,23,17,4,7,10,rrhc,heuristic_none,0
84,24,19,6,7,10,ilp,infeasible_proof,0
84,24,19,6,7,10,rrhc,heuristic_none,0
84,25,11,6,8,10,ilp,timeout,0
84,25,11,6,8,10,rrhc,heuristic_none,0
84,25,19,8,7,10,ilp,timeout,0
84,25,19,8,7,10,rrhc,heuristic_none,0
84,26,12,8,8,10,ilp,timeout,0
84,26,12,8,8,10,rrhc,heuristic_none,0
84,26,17,10,7,10,ilp,timeout,0
84,26,17,10,7,10,rrhc,heuristic_none,0
84,26,22,12,6,10,ilp,timeout,0
84,26,22,12,6,10,rrhc,heuristic_none,0
84,31,27,10,12,10,ilp,timeout,0
84,31,27,10,12,10,rrhc,heuristic_none,0
84,33,27,14,12,10,ilp,timeout,0
84,33,27,14,12,10,rrhc,heuristic_none,0
84,35,15,14,15,10,ilp,timeout,0
84,35,15,14,15,10,rrhc,heuristic_none,0
84,37,23,14,18,10,ilp,timeout,0
84,37,23,14,18,10,rrhc,heuristic_none,0
84,38,26,16,18,10,ilp,timeout,0
84,38,26,16,18,10,rrhc,heuristic_none,0
84,40,26,20,18,10,ilp,timeout,0
84,40,26,20,18,10,rrhc,heuristic_none,0
84,17,8,1,4,11,ilp,timeout,0
84,17,8,1,4,11,rrhc,heuristic_none,0
84,20,11,10,3,11,ilp,infeasible_proof,0
84,20,11,10,3,11,rrhc,heuristic_none,0
84,22,8,5,6,11,ilp,timeout,0
84,22,8,5,6,11,rrhc,heuristic_none,0
84,22,13,2,7,11,ilp,timeout,0
84,22,13,2,7,11,rrhc,heuristic_none,0
84,23,17,4,7,11,ilp,timeout,0
84,23,17,4,7,11,rrhc,heuristic_none,0
84,24,19,6,7,11,ilp,timeout,0
84,24,19,6,7,11,rrhc,heuristic_none,0
84,25,11,6,8,11,rrhc,found,1
84,25,19,8,7,11,ilp,timeout,0
84,25,19,8,7,11,rrhc,heuristic_none,0
84,26,12,8,8,11,ilp,timeout,0
84,26,12,8,8,11,rrhc,heuristic_none,0
84,26,17,10,7,11,ilp,timeout,0
84,26,17,10,7,11,rrhc,heuristic_none,0
84,26,22,12,6,11,ilp,timeout,0
84,26,22,12,6,11,rrhc,heuristic_none,0
84,31,27,10,12,11,ilp,timeout,0
84,31,27,10,12,11,rrhc,heuristic_none,0
84,33,27,14,12,11,ilp,timeout,0
84,33,27,14,12,11,rrhc,heuristic_none,0
84,35,15,14,15,11,ilp,timeout,0
84,35,15,14,15,11,rrhc,heuristic_none,0
84,37,23,14,18,11,ilp,timeout,0
84,37,23,14,18,11,rrhc,heuristic_none,0
84,38,26,16,18,11,ilp,timeout,0
84,38,26,16,18,11,rrhc,heuristic_none,0
84,40,26,20,18,11,ilp,timeout,0
84,40,26,20,18,11,rrhc,heuristic_none,0
84,17,8,1,4,12,ilp,infeasible_proof,0
84,17,8,1,4,12,rrhc,heuristic_none,0
84,20,11,10,3,12,ilp,infeasible_proof,0
84,20,11,10,3,12,rrhc,heuristic_none,0
84,22,8,5,6,12,ilp,infeasible_proof,0
84,22,8,5,6,12,rrhc,heuristic_none,0
84,22,13,2,7,12,ilp,infeasible_proof,0
84,22,13,2,7,12,rrhc,heuristic_none,0
84,23,17,4,7,12,ilp,infeasible_proof,0
84,23,17,4,7,12,rrhc,heuristic_none,0
84,24,19,6,7,12,ilp,infeasible_proof,0
84,24,19,6,7,12,rrhc,heuristic_none,0
84,25,11,6,8,12,ilp,timeout,0
84,25,11,6,8,12,rrhc,heuristic_none,0
84,25,19,8,7,12,ilp,timeout,0
84,25,19,8,7,12,rrhc,heuristic_none,0
84,26,12,8,8,12,ilp,timeout,0
84,26,12,8,8,12,rrhc,heuristic_none,0
84,26,17,10,7,12,ilp,infeasible_proof,0
84,26,17,10,7,12,rrhc,heuristic_none,0
84,26,22,12,6,12,ilp,timeout,0
84,26,22,12,6,12,rrhc,heuristic_none,0
84,31,27,10,12,12,ilp,timeout,0
84,31,27,10,12,12,rrhc,heuristic_none,0
84,33,27,14,12,12,ilp,timeout,0
84,33,27,14,12,12,rrhc,heuristic_none,0
84,35,15,14,15,12,ilp,infeasible_proof,0
84,35,15,14,15,12,rrhc,heuristic_none,0
84,37,23,14,18,12,ilp,timeout,0
84,37,23,14,18,12,rrhc,heuristic_none,0
84,38,26,16,18,12,ilp,timeout,0
84,38,26,16,18,12,rrhc,heuristic_none,0
84,40,26,20,18,12,ilp,timeout,0
84,40,26,20,18,12,rrhc,heuristic_none,0
84,17,8,1,4,13,ilp,infeasible_proof,0
84,17,8,1,4,13,rrhc,heuristic_none,0
84,20,11,10,3,13,ilp,infeasible_proof,0
84,20,11,10,3,13,rrhc,heuristic_none,0
84,22,8,5,6,13,ilp,infeasible_proof,0
84,22,8,5,6,13,rrhc,heuristic_none,0
84,22,13,2,7,13,ilp,infeasible_proof,0
84,22,13,2,7,13,rrhc,heuristic_none,0
84,23,17,4,7,13,ilp,infeasible_proof,0
84,23,17,4,7,13,rrhc,heuristic_none,0
84,24,19,6,7,13,ilp,infeasible_proof,0
84,24,19,6,7,13,rrhc,heuristic_none,0
84,25,11,6,8,13,ilp,timeout,0
84,25,11,6,8,13,rrhc,heuristic_none,0
84,25,19,8,7,13,ilp,infeasible_proof,0
84,25,19,8,7,13,rrhc,heuristic_none,0
84,26,12,8,8,13,ilp,timeout,0
84,26,12,8,8,13,rrhc,heuristic_none,0
84,26,17,10,7,13,ilp,infeasible_proof,0
84,26,17,10,7,13,rrhc,heuristic_none,0
84,26,22,12,6,13,ilp,timeout,0
84,26,22,12,6,13,rrhc,heuristic_none,0
84,31,27,10,12,13,ilp,timeout,0
84,31,27,10,12,13,rrhc,heuristic_none,0
84,33,27,14,12,13,ilp,timeout,0
84,33,27,14,12,13,rrhc,heuristic_none,0
84,35,15,14,15,13,ilp,infeasible_proof,0
84,35,15,14,15,13,rrhc,heuristic_none,0
84,37,23,14,18,13,ilp,timeout,0
84,37,23,14,18,13,rrhc,heuristic_none,0
84,38,26,16,18,13,ilp,timeout,0
84,38,26,16,18,13,rrhc,heuristic_none,0
84,40,26,20,18,13,ilp,timeout,0
84,40,26,20,18,13,rrhc,heuristic_none,0
84,17,8,1,4,14,ilp,infeasible_proof,0
84,17,8,1,4,14,rrhc,heuristic_none,0
84,20,11,10,3,14,ilp,infeasible_proof,0
84,20,11,10,3,14,rrhc,heuristic_none,0
84,22,8,5,6,14,ilp,infeasible_proof,0
84,22,8,5,6,14,rrhc,heuristic_none,0
84,22,13,2,7,14,ilp,infeasible_proof,0
84,22,13,2,7,14,rrhc,heuristic_none,0
84,23,17,4,7,14,ilp,timeout,0
84,23,17,4,7,14,rrhc,heuristic_none,0
84,24,19,6,7,14,ilp,timeout,0
84,24,19,6,7,14,rrhc,heuristic_none,0
84,25,11,6,8,14,ilp,timeout,0
84,25,11,6,8,14,rrhc,heuristic_none,0
84,25,19,8,7,14,ilp,timeout,0
84,25,19,8,7,14,rrhc,heuristic_none,0
84,26,12,8,8,14,ilp,timeout,0
84,26,12,8,8,14,rrhc,heuristic_none,0
84,26,17,10,7,14,ilp,infeasible_proof,0
84,26,17,10,7,14,rrhc,heuristic_none,0
84,26,22,12,6,14,ilp,timeout,0
84,26,22,12,6,14,rrhc,heuristic_none,0
84,31,27,10,12,14,ilp,timeout,0
84,31,27,10,12,14,rrhc,heuristic_none,0
84,33,27,14,12,14,ilp,timeout,0
84,33,27,14,12,14,rrhc,heuristic_none,0
84,35,15,14,15,14,ilp,infeasible_proof,0
84,35,15,14,15,14,rrhc,heuristic_none,0
84,37,23,14,18,14,ilp,timeout,0
84,37,23,14,18,14,rrhc,heuristic_none,0
84,38,26,16,18,14,ilp,timeout,0
84,38,26,16,18,14,rrhc,heuristic_none,0
84,40,26,20,18,14,ilp,timeout,0
84,40,26,20,18,14,rrhc,heuristic_none,0
84,17,8,1,4,15,ilp,infeasible_proof,0
84,17,8,1,4,15,rrhc,heuristic_none,0
84,20,11,10,3,15,ilp,infeasible_proof,0
84,20,11,10,3,15,rrhc,heuristic_none,0
84,22,8,5,6,15,ilp,infeasible_proof,0
84,22,8,5,6,15,rrhc,heuristic_none,0
84,22,13,2,7,15,ilp,infeasible_proof,0
84,22,13,2,7,15,rrhc,heuristic_none,0
84,23,17,4,7,15,ilp,infeasible_proof,0
84,23,17,4,7,15,rrhc,heuristic_none,0
84,24,19,6,7,15,ilp,infeasible_proof,0
84,24,19,6,7,15,rrhc,heuristic_none,0
84,25,11,6,8,15,ilp,timeout,0
84,25,11,6,8,15,rrhc,heuristic_none,0
84,25,19,8,7,15,ilp,infeasible_proof,0
84,25,19,8,7,15,rrhc,heuristic_none,0
84,26,12,8,8,15,ilp,timeout,0
84,26,12,8,8,15,rrhc,heuristic_none,0
84,26,17,10,7,15,ilp,infeasible_proof,0
84,26,17,10,7,15,rrhc,heuristic_none,0
84,26,22,12,6,15,ilp,timeout,0
84,26,22,12,6,15,rrhc,heuristic_none,0
84,31,27,10,12,15,ilp,timeout,0
84,31,27,10,12,15,rrhc,heuristic_none,0
84,33,27,14,12,15,ilp,timeout,0
84,33,27,14,12,15,rrhc,heuristic_none,0
84,35,15,14,15,15,ilp,infeasible_proof,0
84,35,15,14,15,15,rrhc,heuristic_none,0
84,37,23,14,18,15,ilp,timeout,0
84,37,23,14,18,15,rrhc,heuristic_none,0
84,38,26,16,18,15,ilp,timeout,0
84,38,26,16,18,15,rrhc,heuristic_none,0
84,40,26,20,18,15,ilp,timeout,0
84,40,26,20,18,15,rrhc,heuristic_none,0
85,18,6,3,4,1,ilp,infeasible_proof,0
85,18,6,3,4,1,rrhc,heuristic_none,0
85,32,16,12,12,1,ilp,infeasible_proof,0
85,32,16,12,12,1,rrhc,heuristic_none,0
85,34,14,13,14,1,ilp,infeasible_proof,0
85,34,14,13,14,1,rrhc,heuristic_none,0
85,36,24,14,16,1,ilp,infeasible_proof,0
85,36,24,14,16,1,rrhc,heuristic_none,0
86,38,37,16,17,1,ilp,timeout,0
86,38,37,16,17,1,rrhc,heuristic_none,0
86,39,30,17,18,1,ilp,timeout,0
86,39,30,17,18,1,rrhc,heuristic_none,0
86,40,25,18,19,1,ilp,timeout,0
86,40,25,18,19,1,rrhc,heuristic_none,0
86,41,22,19,20,1,ilp,timeout,0
86,41,22,19,20,1,rrhc,heuristic_none,0
86,38,37,16,17,2,ilp,infeasible_proof,0
86,38,37,16,17,2,rrhc,heuristic_none,0
86,39,30,17,18,2,ilp,infeasible_proof,0
86,39,30,17,18,2,rrhc,heuristic_none,0
86,40,25,18,19,2,ilp,infeasible_proof,0
86,40,25,18,19,2,rrhc,heuristic_none,0
86,41,22,19,20,2,ilp,infeasible_proof,0
86,41,22,19,20,2,rrhc,heuristic_none,0
87,26,22,9,7,1,ilp,infeasible_proof,0
87,26,22,9,7,1,rrhc,heuristic_none,0
87,27,14,9,8,1,ilp,infeasible_proof,0
87,27,14,9,8,1,rrhc,heuristic_none,0
87,29,10,9,10,1,ilp,infeasible_proof,0
87,29,10,9,10,1,rrhc,heuristic_none,0
87,30,14,9,11,1,ilp,infeasible_proof,0
87,30,14,9,11,1,rrhc,heuristic_none,0
87,31,22,9,12,1,ilp,infeasible_proof,0
87,31,22,9,12,1,rrhc,heuristic_none,0
88,9,3,0,1,1,ilp,infeasible_proof,0
88,9,3,0,1,1,rrhc,heuristic_none,0
88,14,8,3,2,1,ilp,infeasible_proof,0
88,14,8,3,2,1,rrhc,heuristic_none,0
88,18,12,2,4,1,ilp,timeout,0
88,18,12,2,4,1,rrhc,heuristic_none,0
88,20,5,3,5,1,ilp,infeasible_proof,0
88,20,5,3,5,1,rrhc,heuristic_none,0
88,24,15,5,7,1,ilp,infeasible_proof,0
88,24,15,5,7,1,rrhc,heuristic_none,0
88,27,12,11,7,1,ilp,infeasible_proof,0
88,27,12,11,7,1,rrhc,heuristic_none,0
88,32,12,11,12,1,ilp,infeasible_proof,0
88,32,12,11,12,1,rrhc,heuristic_none,0
88,36,33,11,17,1,ilp,infeasible_proof,0
88,36,33,11,17,1,rrhc,heuristic_none,0
88,37,27,16,15,1,ilp,infeasible_proof,0
88,37,27,16,15,1,rrhc,heuristic_none,0
88,39,24,15,19,1,ilp,infeasible_proof,0
88,39,24,15,19,1,rrhc,heuristic_none,0
88,41,23,18,20,1,ilp,timeout,0
88,41,23,18,20,1,rrhc,heuristic_none,0
88,41,38,21,17,1,ilp,infeasible_proof,0
88,41,38,21,17,1,rrhc,heuristic_none,0
88,42,21,19,21,1,ilp,infeasible_proof,0
88,42,21,19,21,1,rrhc,heuristic_none,0
88,42,24,20,20,1,ilp,timeout,0
88,42,24,20,20,1,rrhc,heuristic_none,0
88,42,27,21,19,1,ilp,infeasible_proof,0
88,42,27,21,19,1,rrhc,heuristic_none,0
88,9,3,0,1,2,ilp,infeasible_proof,0
88,9,3,0,1,2,rrhc,heuristic_none,0
88,14,8,3,2,2,ilp,infeasible_proof,0
88,14,8,3,2,2,rrhc,heuristic_none,0
88,18,12,2,4,2,ilp,infeasible_proof,0
88,18,12,2,4,2,rrhc,heuristic_none,0
88,20,5,3,5,2,ilp,infeasible_proof,0
88,20,5,3,5,2,rrhc,heuristic_none,0
88,24,15,5,7,2,ilp,infeasible_proof,0
88,24,15,5,7,2,rrhc,heuristic_none,0
88,27,12,11,7,2,ilp,infeasible_proof,0
88,27,12,11,7,2,rrhc,heuristic_none,0
88,32,12,11,12,2,ilp,infeasible_proof,0
88,32,12,11,12,2,rrhc,heuristic_none,0
88,36,33,11,17,2,ilp,infeasible_proof,0
88,36,33,11,17,2,rrhc,heuristic_none,0
88,37,27,16,15,2,ilp,infeasible_proof,0
88,37,27,16,15,2,rrhc,heuristic_none,0
88,39,24,15,19,2,ilp,infeasible_proof,0
88,39,24,15,19,2,rrhc,heuristic_none,0
88,41,23,18,20,2,ilp,infeasible_proof,0
88,41,23,18,20,2,rrhc,heuristic_none,0
88,41,38,21,17,2,ilp,infeasible_proof,0
88,41,38,21,17,2,rrhc,heuristic_none,0
88,42,21,19,21,2,ilp,infeasible_proof,0
88,42,21,19,21,2,rrhc,heuristic_none,0
88,42,24,20,20,2,ilp,infeasible_proof,0
88,42,24,20,20,2,rrhc,heuristic_none,0
88,42,27,21,19,2,ilp,infeasible_proof,0
88,42,27,21,19,2,rrhc,heuristic_none,0
88,9,3,0,1,3,ilp,infeasible_proof,0
88,9,3,0,1,3,rrhc,heuristic_none,0
88,14,8,3,2,3,ilp,infeasible_proof,0
88,14,8,3,2,3,rrhc,heuristic_none,0
88,18,12,2,4,3,ilp,infeasible_proof,0
88,18,12,2,4,3,rrhc,heuristic_none,0
88,20,5,3,5,3,ilp,infeasible_proof,0
88,20,5,3,5,3,rrhc,heuristic_none,0
88,24,15,5,7,3,ilp,infeasible_proof,0
88,24,15,5,7,3,rrhc,heuristic_none,0
88,27,12,11,7,3,ilp,infeasible_proof,0
88,27,12,11,7,3,rrhc,heuristic_none,0
88,32,12,11,12,3,ilp,infeasible_proof,0
88,32,12,11,12,3,rrhc,heuristic_none,0
88,36,33,11,17,3,ilp,infeasible_proof,0
88,36,33,11,17,3,rrhc,heuristic_none,0
88,37,27,16,15,3,ilp,infeasible_proof,0
88,37,27,16,15,3,rrhc,heuristic_none,0
88,39,24,15,19,3,ilp,timeout,0
88,39,24,15,19,3,rrhc,heuristic_none,0
88,41,23,18,20,3,ilp,infeasible_proof,0
88,41,23,18,20,3,rrhc,heuristic_none,0
88,41,38,21,17,3,ilp,infeasible_proof,0
88,41,38,21,17,3,rrhc,heuristic_none,0
88,42,21,19,21,3,ilp,infeasible_proof,0
88,42,21,19,21,3,rrhc,heuristic_none,0
