param_id,n,k,t,lambda,mu,existence_status
1,6,2,1,0,1,known
2,6,3,2,1,2,known
3,8,3,2,1,1,known
4,8,4,3,1,3,known
5,10,4,2,1,2,known
6,10,5,3,2,3,known
7,12,3,1,0,1,known
8,12,4,2,0,2,known
9,12,5,3,2,2,known
10,12,6,4,2,4,known
11,12,7,5,4,4,known
12,12,8,6,5,6,known
13,14,5,4,1,2,nonexistent
14,14,6,3,2,3,known
15,14,7,4,3,4,known
16,14,8,7,4,5,open
17,15,4,2,1,1,known
18,15,5,2,1,2,known
19,15,9,6,5,6,open
20,15,10,8,6,8,open
21,16,6,3,1,3,nonexistent
22,16,7,4,3,3,known
23,16,7,5,4,2,known
24,16,8,5,3,5,known
25,16,8,6,2,6,known
26,16,9,6,5,5,open
27,18,4,3,0,1,known
28,18,5,3,2,1,known
29,18,6,3,0,3,known
30,18,7,5,2,3,known
31,18,8,4,3,4,known
32,18,8,5,4,3,known
33,18,9,5,4,5,known
34,18,9,6,3,6,known
35,18,10,8,5,6,open
36,18,11,8,7,6,known
37,18,12,10,7,10,known
38,18,13,12,9,10,open
39,20,4,1,0,1,known
40,20,7,4,3,2,known
41,20,8,4,2,4,known
42,20,9,5,4,4,known
43,20,10,6,4,6,known
44,20,11,7,6,6,known
45,20,12,9,6,9,known
46,20,15,12,11,12,known
47,21,6,2,1,2,known
48,21,8,4,3,3,known
49,21,12,8,6,8,known
50,21,14,10,9,10,known
51,22,9,6,3,4,known
52,22,10,5,4,5,known
53,22,11,6,5,6,known
54,22,12,9,6,7,open
55,24,5,2,1,1,known
56,24,6,2,0,2,known
57,24,7,3,2,2,known
58,24,8,3,2,3,known
59,24,8,4,0,4,known
60,24,9,7,2,4,known
61,24,10,5,3,5,open
62,24,10,8,4,4,known
63,24,11,6,5,5,known
64,24,11,7,6,4,known
65,24,11,8,7,3,known
66,24,12,7,5,7,known
67,24,12,8,4,8,known
68,24,12,9,3,9,known
69,24,13,8,7,7,open
70,24,13,11,6,8,open
71,24,14,12,8,8,open
72,24,15,10,9,10,open
73,24,15,11,10,8,known
74,24,16,12,10,12,known
75,24,17,13,12,12,known
76,24,18,15,13,15,open
77,25,9,6,5,2,open
78,25,10,6,1,6,nonexistent
79,25,14,10,9,6,open
80,25,15,12,7,12,nonexistent
81,26,11,7,4,5,known
82,26,12,6,5,6,known
83,26,13,7,6,7,known
84,26,14,10,7,8,open
85,27,7,4,1,2,open
86,27,8,4,3,2,known
87,27,9,4,1,4,nonexistent
88,27,10,6,3,4,known
89,27,11,6,5,4,open
90,27,12,8,2,8,nonexistent
91,27,14,10,9,5,open
92,27,15,10,7,10,open
93,27,16,12,9,10,open
94,27,17,12,11,10,open
95,27,18,14,11,14,known
96,27,19,16,13,14,open
97,28,6,3,2,1,open
98,28,7,2,1,2,known
99,28,12,6,4,6,known
100,28,13,7,6,6,known
101,28,14,8,6,8,known
102,28,15,9,8,8,known
103,28,20,15,14,15,open
104,28,21,18,15,18,open
105,30,5,1,0,1,known
106,30,7,5,0,2,nonexistent
107,30,9,3,2,3,known
108,30,9,5,4,2,known
109,30,10,4,2,4,known
110,30,10,5,0,5,known
111,30,11,5,4,4,known
112,30,11,9,2,5,open
113,30,12,6,3,6,known
114,30,12,11,4,5,open
115,30,13,8,5,6,known
116,30,13,11,6,5,known
117,30,14,7,6,7,known
118,30,14,8,7,6,known
119,30,14,9,8,5,known
120,30,15,8,7,8,known
121,30,15,9,6,9,known
122,30,15,10,5,10,known
123,30,16,11,8,9,open
124,30,16,14,7,10,open
125,30,17,11,10,9,known
126,30,17,16,9,10,open
127,30,18,12,10,12,known
128,30,18,16,11,10,open
129,30,19,13,12,12,known
130,30,19,14,13,10,known
131,30,20,14,13,14,known
132,30,20,16,12,16,known
133,30,22,20,16,16,open
134,30,24,20,19,20,known
135,32,6,5,1,1,nonexistent
136,32,7,4,3,1,known
137,32,9,6,1,3,known
138,32,10,7,3,3,known
139,32,11,6,5,3,open
140,32,12,6,2,6,nonexistent
141,32,13,9,4,6,known
142,32,14,7,5,7,open
143,32,14,10,6,6,known
144,32,15,8,7,7,known
145,32,15,9,8,6,known
146,32,15,11,10,4,known
147,32,16,9,7,9,known
148,32,16,10,6,10,known
149,32,16,12,4,12,known
150,32,17,10,9,9,open
151,32,17,13,8,10,open
152,32,18,14,10,10,known
153,32,19,13,12,10,open
154,32,20,15,11,15,open
155,32,21,18,13,15,open
156,32,22,19,15,15,open
157,32,24,21,17,21,known
158,32,25,24,19,21,open
159,33,10,4,3,3,known
160,33,11,4,3,4,known
161,33,12,8,3,5,open
162,33,20,16,12,12,open
163,33,21,14,13,14,open
164,33,22,16,14,16,open
165,34,14,12,5,6,known
166,34,15,9,6,7,known
167,34,16,8,7,8,known
168,34,17,9,8,9,known
169,34,18,12,9,10,open
170,34,19,17,10,11,open
171,35,6,2,1,1,known
172,35,8,4,1,2,known
173,35,12,8,4,4,open
174,35,14,6,5,6,known
175,35,20,12,11,12,open
176,35,22,18,13,15,open
177,35,26,22,19,20,open
178,35,28,24,22,24,open
179,36,8,2,1,2,known
180,36,9,3,0,3,known
181,36,10,5,2,3,known
182,36,11,5,4,3,known
183,36,11,7,6,2,known
184,36,12,5,2,5,known
185,36,12,6,0,6,known
186,36,13,7,4,5,known
187,36,13,11,2,6,known
188,36,14,7,6,5,open
189,36,16,8,6,8,known
190,36,16,14,8,6,open
191,36,17,9,8,8,known
192,36,17,11,10,6,known
193,36,18,10,8,10,known
194,36,18,12,6,12,known
195,36,19,11,10,10,known
196,36,19,17,8,12,open
197,36,21,14,11,14,open
198,36,22,16,13,14,open
199,36,22,20,14,12,open
200,36,23,16,15,14,open
201,36,23,17,16,12,known
202,36,24,18,15,18,known
203,36,24,20,14,20,known
204,36,25,20,17,18,open
205,36,26,20,19,18,known
206,36,27,21,20,21,known
207,38,16,13,6,7,open
208,38,17,10,7,8,open
209,38,18,9,8,9,known
210,38,19,10,9,10,known
211,38,20,13,10,11,open
212,38,21,18,11,12,open
213,39,10,6,1,3,known
214,39,12,4,3,4,known
215,39,14,6,5,5,known
216,39,16,12,7,6,known
217,39,22,18,11,14,open
218,39,24,16,14,16,known
219,39,26,18,17,18,known
220,39,28,24,20,20,open
221,40,6,3,0,1,nonexistent
222,40,8,2,0,2,known
223,40,9,3,2,2,known
224,40,9,6,5,1,open
225,40,10,3,1,3,known
226,40,11,4,3,3,known
227,40,15,6,5,6,known
228,40,15,9,8,4,known
229,40,15,12,3,7,open
230,40,16,8,4,8,known
231,40,17,11,6,8,known
232,40,18,9,7,9,open
233,40,18,12,8,8,open
234,40,18,15,9,7,open
235,40,19,10,9,9,known
236,40,19,11,10,8,known
